metric,measure,k_fold_i,"current__fft_coefficient__attr_""real""__coeff_34__3",current__spkt_welch_density__coeff_2__4,current__energy_ratio_by_chunks__num_segments_10__segment_focus_8__4,current__index_mass_quantile__q_0.1__5,"current__fft_coefficient__attr_""real""__coeff_9__5","current__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6__4","current__linear_trend__attr_""intercept""__5","current__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""__4",current__c3__lag_2__5,"current__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""__6"
accuracy,mean,0,0.0,0.0,0.0,0.0017322834645669713,0.0,0.0,0.1440419947506562,0.0,0.0,0.0
accuracy,std,0,0.0,0.0,0.0,0.003025098064928906,0.0,0.0,0.007109712526335765,0.0,0.0,0.0
f1,mean,0,0.0,0.0,0.0,-0.10948827762389643,0.0,0.0,0.0,0.0,0.0,0.0
f1,std,0,0.0,0.0,0.0,0.07216634079690142,0.0,0.0,0.0,0.0,0.0,0.0
average_precision,mean,0,-0.006012478328268613,0.15355835187888597,0.17949473522553502,-0.002607617499885654,0.009976177930132755,0.016136045201202747,0.2498316119526421,0.015500457522447008,0.10317481157823694,0.028971802420629023
average_precision,std,0,0.017386922775989678,0.024455133846039714,0.025167595040197485,0.047824739110185165,0.009867981709552337,0.012816519700672605,0.001862288251862466,0.03516440831815712,0.02225946313849366,0.027820362600053484
balanced_accuracy,mean,0,0.0,0.0,0.0,-0.030201879940183737,0.0,0.0,0.07571743929359823,0.0,0.0,0.0
balanced_accuracy,std,0,0.0,0.0,0.0,0.022510309572317495,0.0,0.0,0.003737307495217888,0.0,0.0,0.0
accuracy,mean,1,0.001482326111744577,0.2687571265678449,0.20330672748004558,0.30763968072976056,-0.0011782592170277513,0.010756366400608142,0.2748384644621817,0.030596731280881796,-0.003382744203724819,0.02109464082098063
accuracy,std,1,0.0012883657359694675,0.009604089571204092,0.009338693950925353,0.009321274682459496,0.0017288582919869411,0.0029098125496652637,0.00929838664569236,0.004766224326865996,0.0010402076916308676,0.005370488725401606
f1,mean,1,0.09701335930438097,0.43458583951449875,0.4359635715280172,0.4363945462112871,-0.06629567991124058,0.1021832378635083,0.49867190862044203,0.06784045449974353,-0.19162055335968387,0.09565558101780233
f1,std,1,0.09296658220971384,0.01417791349803824,0.015228693402879691,0.009943996630126354,0.10287438749248837,0.05586855164032135,0.0029711884324606884,0.03332080737832239,0.05400417402020529,0.0679848269999351
average_precision,mean,1,0.26214673013231704,0.873734003716286,0.9425553429862279,0.9490037364361001,0.13763396854778845,0.45809692912195066,0.9680019043552565,0.36027277566536087,-0.00014521675019942468,0.44132988276320223
average_precision,std,1,0.09145049259534296,0.049339820919249815,0.006997248262946417,0.005953371116903759,0.07758287782058552,0.08646988599123341,0.0010048588933320253,0.0855402720089644,0.013298400411628285,0.08110961601995029
balanced_accuracy,mean,1,0.0367826759474091,0.01880510440835264,0.056475895849445686,0.009106728538283038,-0.03444444444444447,-0.04256638308842488,0.2981180716679556,-0.2770314514050013,-0.09888888888888893,-0.13993426140757928
balanced_accuracy,std,1,0.036840883603124035,0.06352432941381443,0.05082726743405487,0.050549885789285216,0.050540290735751836,0.04283790438109664,0.013527042271244875,0.028188107673216188,0.03040873818534224,0.05390856873092005
accuracy,mean,2,-0.0001607717041800664,0.17545551982851018,-0.007609860664523068,0.14983922829581992,-0.0008574490889603344,-0.0024651661307609762,0.02481243301178991,0.010718113612004284,-0.0036977491961414977,0.0
accuracy,std,2,0.002170914158684776,0.007537813921765165,0.0031045548462937155,0.009041413380048508,0.0008020701793727554,0.001154376164444714,0.006892380442257621,0.002636307368970801,0.0028804618757506434,0.0
f1,mean,2,0.0018378556505851407,0.4756400622692497,0.351588202532475,0.3221270377246277,-0.006837606837606872,-0.022482293194745078,0.10354565451321435,0.016694317763658685,-0.013950082231815979,0.0
f1,std,2,0.02421922074833272,0.016667933865624263,0.10746126615400937,0.01771191958296037,0.006395995532946942,0.01336224599924646,0.053351641231501844,0.026834102896901524,0.04773684052612412,0.0
average_precision,mean,2,0.04602589737372645,0.45602463645278196,0.3240286956852525,0.33543329825613133,0.010508421078284083,0.0157425278047493,0.0776148086537456,0.022701606196445675,0.007219450705228227,0.0014200270289534392
average_precision,std,2,0.01906252941960882,0.0025044507763188157,0.07344436907018041,0.03595811377271897,0.016308664915695045,0.021324785657313532,0.08942020708157161,0.038666952815256624,0.04532059657932994,0.009568853835894602
balanced_accuracy,mean,2,0.004570018796992507,0.38167684837092736,0.2973410087719299,-0.0012805451127819315,-0.00043859649122802345,-0.004750156641603942,-0.043135181704260644,-0.08058427318295736,0.02020676691729325,0.0
balanced_accuracy,std,2,0.017790015042448912,0.03958038127751335,0.0365194936104953,0.04317749187187467,0.0004102694503041165,0.010611168784663774,0.05657463503354136,0.025889934754428977,0.0353254471365213,0.0
accuracy,mean,3,0.002141414141414155,0.15252525252525254,0.036202020202020214,0.1381010101010101,8.080808080808133e-05,0.005373737373737408,0.22630303030303037,0.002020202020202033,0.00060606060606061,0.0005252525252525287
accuracy,std,3,0.0010229485980745249,0.007040628664735438,0.0032484446452107937,0.007703939154886522,0.0008240839617927785,0.0008675115375185466,0.009783202435443514,0.001962821462867264,0.001355192713636245,0.0022930850300869176
f1,mean,3,0.08465772727703914,0.2164276735849114,-0.025839303333911344,0.15323183364629678,-0.008865345181134665,0.264532279314888,0.17716902511867563,-0.052434589095052574,0.04265880218081476,0.010738283072857202
f1,std,3,0.01602917499373748,0.0233889838613178,0.021167828858385692,0.02972099545375161,0.0147669191493823,0.031113661491167562,0.006027779586939938,0.019976804451304345,0.02523205027960188,0.039621033308805
average_precision,mean,3,0.03248272783547592,0.3542808273730114,0.13590735876550758,0.3444192790529477,0.0007800740301941296,0.012351548439207886,0.2715325816337229,0.0050452318471240565,0.004714719427071277,0.021679536118920508
average_precision,std,3,0.011910099713729597,0.016375804756545504,0.0335212911158318,0.008259297050013806,0.0018722092996717784,0.0289628821062952,0.03820681691999789,0.009101759004108019,0.011670180100751238,0.026406057388015138
balanced_accuracy,mean,3,0.030084293640631702,0.09521446862996165,-0.06630921895006398,0.027544814340589047,-0.0038892445582586086,0.08219163465642344,0.05018139137857454,-0.02717136150234737,0.016047801963294948,0.0034944515578318827
balanced_accuracy,std,3,0.005209658215386691,0.02501197706359573,0.013738707290051295,0.03219805525112854,0.005474929238630959,0.008077512144460596,0.009030230268912426,0.007986398888144928,0.008647895022912964,0.014159608687503352
accuracy,mean,4,0.0014471057884231384,0.08328343313373256,0.029890219560878267,0.08008982035928144,0.002295409181636702,0.0011976047904191489,0.22295409181636733,0.007584830339321376,0.0018962075848303302,0.0028443113772454788
accuracy,std,4,0.0011257998176325706,0.005486526378802175,0.005390376530337023,0.006556703941176912,0.0008409331110954361,0.0010514624503844936,0.011601769579090305,0.0033459190846786826,0.0012780687100664456,0.00044910179640718085
f1,mean,4,0.0577651515151515,0.08460887408284493,0.058422685172320764,-0.20146519969711169,0.09217171717171715,0.045580808080808076,0.04609638390713441,-0.049716086367304964,0.06590166369578133,0.1149621212121212
f1,std,4,0.04555111270021548,0.029454258944495763,0.0459453505645969,0.03005784784896706,0.03476925189677632,0.040155485478053504,0.02168414879985249,0.04746905583558349,0.042381566494454945,0.018750000000000003
average_precision,mean,4,0.0011137378555972448,0.26654558527754163,0.2174982695257804,0.083058872261128,0.0006570831383330255,0.002647593878200192,0.20704398405231214,0.030068186334183608,0.0973557988492188,0.014839167026710167
average_precision,std,4,0.010560859987034222,0.01596725960533424,0.03790484493251781,0.04169465502178498,0.004723338981710024,0.006814031142196382,0.04059327954463788,0.03203659905035262,0.03185269019980161,0.030984654076830112
balanced_accuracy,mean,4,0.015591397849462351,0.049805877686062004,0.02078712378251546,-0.22908543069833398,0.024731182795698903,0.012391755709728048,0.03711281038469975,-0.019550649043736632,0.017872757043263934,0.030645161290322555
balanced_accuracy,std,4,0.01212958513191233,0.022087588302920385,0.020264015915063043,0.033375726877707575,0.009060376100189622,0.010776184015159514,0.035797374874047404,0.017072591277427683,0.011350020725440802,0.00483870967741935
accuracy,mean,5,0.006555269922879207,0.06418166238217655,0.06443873179091691,0.14408740359897176,0.0014995715509854605,0.007626392459297382,0.08431876606683808,0.012682090831191128,0.010711225364181691,0.001413881748072036
accuracy,std,5,0.001421650387578168,0.004287916367848105,0.002628596683835131,0.008008788290372786,0.0016286699064908521,0.003094339346232702,0.0032954386500478917,0.0026075619631024784,0.0011172583385094625,0.0007676295144459633
f1,mean,5,0.14044556081141438,0.47927713420116375,0.4892038696338513,0.2805716528932527,0.010782189176970743,0.10781977572047946,0.5296983937388957,0.032320874487434856,0.374619406449369,0.04067720896989182
f1,std,5,0.04019643472637097,0.04407805837489704,0.025676146170575724,0.02214388845464083,0.018285288299252713,0.052012041144567096,0.013349756194491835,0.025968442186984974,0.04885145676115045,0.02222159164214467
average_precision,mean,5,0.13983471425763205,0.4717452113498259,0.5203418858471254,0.41695270702470394,0.03171616023130621,0.1390593097530575,0.5932275104073412,0.06707458833939303,0.06887823266199632,0.005168238357548949
average_precision,std,5,0.033945510635589364,0.0273610887340916,0.008868681837831705,0.04113261625463615,0.03616538946058028,0.06726655823288064,0.0031799615889006303,0.024788440657776026,0.02917122209377548,0.005904949107008992
balanced_accuracy,mean,5,0.05247029114676175,0.17576203208556146,0.18176173499702913,-0.10957961972667853,-0.0018865121806298031,0.030096553773024393,0.21503119429590017,-0.05206476530005942,0.1388888888888889,0.01833333333333337
balanced_accuracy,std,5,0.016110077390091872,0.027934602198782733,0.015998788188591906,0.03231882242169715,0.006129606743701699,0.021158319538025733,0.009618831265439524,0.013170035501458835,0.014487116456005882,0.00995359603731605
accuracy,mean,6,0.0005042016806722672,0.08577030812324934,0.08526610644257708,0.054061624649859974,0.0,0.00117647058823529,0.05070028011204486,0.0005042016806722672,0.004761904761904804,0.002913165266106432
accuracy,std,6,0.0007701807890682057,0.005514437990914403,0.005804743460835215,0.00721036914590842,0.0,0.000984784080181898,0.004049532855686528,0.0007701807890682055,0.003307220648323945,0.001297012538127752
f1,mean,6,0.012488436632747454,0.016704724242295004,0.015209811034156702,-0.267898029719782,0.0,0.02660602322951999,-0.19113686766894228,0.012488436632747454,-0.04267506089362294,0.06952795765237949
f1,std,6,0.019076402060408212,0.029533393323633268,0.030193194267610118,0.031200518114870866,0.0,0.02533086019717475,0.017375122418019345,0.019076402060408212,0.03158731874700894,0.03167194208953157
average_precision,mean,6,-0.017879053517766398,0.19636125466916773,0.1981938449374036,0.029158944983044832,-0.00046026817863242255,-0.005555406635961411,0.10425032518594679,-0.012142031134786735,0.05728623204867933,0.014383688608257962
average_precision,std,6,0.008695357192101546,0.016828938748701425,0.016301232621114454,0.03785544519217345,0.001763032683277853,0.008233032906598324,0.025993573364809723,0.004773988844207153,0.020763812779539956,0.02196089771933954
balanced_accuracy,mean,6,0.003333333333333355,0.03143097643097646,0.030478114478114514,-0.15949494949494947,0.0,0.00709764309764314,-0.09465993265993264,0.003333333333333355,-0.01136700336700334,0.018239057239057277
balanced_accuracy,std,6,0.005091750772173188,0.01748825081772996,0.01794274040838826,0.02178912206171662,0.0,0.006657985028409815,0.01089925773733219,0.005091750772173188,0.00995284372819915,0.008324061093276875
accuracy,mean,7,-0.00038259206121470747,0.2164036346245816,0.00200860832137737,0.1949784791965567,0.0,0.0,0.04194165471066478,-0.002104256336680954,0.0,0.0
accuracy,std,7,0.0006344571574089348,0.009224580424702285,0.001206075582297344,0.009337446134796283,0.0,0.0,0.005650725760268292,0.0013728072782790454,0.0,0.0
f1,mean,7,-0.03333333333333333,0.0,0.0,-0.13326275378265892,0.0,0.0,-0.30595296973812836,-0.17220502235982113,0.0,0.0
f1,std,7,0.055277079839256664,0.0,0.0,0.018682043364777457,0.0,0.0,0.055681999002147535,0.10235112798946155,0.0,0.0
average_precision,mean,7,-0.006476044022583619,0.8218802869424212,0.8142020953639565,0.40781794633270735,-0.00680455761788212,-0.008740257726936507,0.395230433187778,0.04500934644858998,0.09443261332811961,0.22460821985861829
average_precision,std,7,0.01963185486206981,0.0017389459373391442,0.005465231107310656,0.14089769658099008,0.023991040891084937,0.016065321684319633,0.11342875974727898,0.052689304771383595,0.05550142595748023,0.09355061199116554
balanced_accuracy,mean,7,-0.008888888888888887,0.1105816226783969,0.001026392961876832,-0.2785288367546431,0.0,0.0,-0.298049853372434,-0.04888888888888888,0.0,0.0
balanced_accuracy,std,7,0.014740554623801772,0.004713733545467369,0.0006163010856753899,0.055773864687388146,0.0,0.0,0.06860010060664835,0.03189488909868293,0.0,0.0
accuracy,mean,8,5.920663114264239e-05,0.10035523978685609,0.058377738306690324,0.03570159857904082,0.014150384843102375,0.0017761989342806076,0.060331557134399,0.01740674955595022,0.029129662522202445,-0.0031379514505624926
accuracy,std,8,0.0022692442743323616,0.00609713325598835,0.0036898606159580403,0.006945369376915505,0.0018619520655436582,0.0033387500722017074,0.003507212130164558,0.003504712513190928,0.0036574174568337553,0.0020346761725801668
f1,mean,8,0.174686385067295,0.4105798904552609,0.16053960791115926,0.19436184088170527,0.05997975569064087,0.391084833648221,0.17329005488283472,0.05821281196033833,0.09140975411064514,0.07637424177620261
f1,std,8,0.029399814312108443,0.032794412760636354,0.008601286954251825,0.03518920273995468,0.01061984145669508,0.06761207124671666,0.014717339268737155,0.01534374251843579,0.013575300291991593,0.022464944390566757
average_precision,mean,8,0.07112079103303198,0.35680459806328124,0.06003083636172327,0.1952263238324742,0.009116848262688295,0.11055061553452013,0.14767475086298054,0.017259700165131637,0.02267511499908276,0.011021767150215427
average_precision,std,8,0.02067523195470457,0.006463775844903419,0.03646664301810162,0.04815499974753223,0.009721666277525954,0.04392911316531747,0.037621069354745885,0.01955810429674559,0.02895000752745548,0.01390208013841193
balanced_accuracy,mean,8,0.11091236154903385,0.2146131457676449,0.016713153852372833,0.07762248362842586,0.00900638693507958,0.1892857142857142,0.026860498019241612,-0.0009155954402134754,0.0017432694639824998,0.0641593904115126
balanced_accuracy,std,8,0.012420236494851552,0.0261202874612544,0.004508277571528634,0.020602217154210695,0.005156390984187271,0.020052880206968274,0.012065454675948072,0.007649511902639178,0.005734480582904447,0.009807975942567559
accuracy,mean,9,0.0007507507507507134,0.21056056056056052,0.008258258258258218,0.20905905905905903,0.0,0.0028028028028027397,0.053253253253253204,0.0017017017017016338,0.003803803803803759,0.0049049049049048575
accuracy,std,9,0.0014889364144788054,0.014174064600900971,0.004152947953735527,0.008490972921030328,0.0,0.0013279778940361998,0.007484783761333385,0.00100599355566774,0.0031432069005220423,0.0020119871113355274
f1,mean,9,0.0315130353290555,0.1826159508979876,0.15157999677661724,0.09530425577824729,0.0,0.11049404665223876,-0.05855483892945977,0.006763777507374863,0.037291117677915014,-0.010185603523207316
f1,std,9,0.02391416342064276,0.02567808230074912,0.05003380254991128,0.021425468366741963,0.0,0.017864179229896755,0.04136570113951938,0.0068361119295739575,0.03702774314021849,0.01814981451320823
average_precision,mean,9,0.0059142561124467885,0.2806407687988272,0.22910189842355186,0.16224288407088983,0.0014135955035220582,-0.014622520146034856,0.1275988173327851,0.004219434275101741,0.032495827151396116,0.02472936672130183
average_precision,std,9,0.0057173100027936965,0.019109477450876797,0.030000697241699265,0.03965733511208441,0.0014280608239428648,0.008329555451308281,0.032966209958167264,0.006564182696264581,0.016482568678311646,0.019244794700023438
balanced_accuracy,mean,9,0.012369677482217723,0.10357595245055055,0.053700185131053325,-0.00951354379810968,0.0,0.040571713923804015,-0.09116730000974373,0.0016150248465361173,0.012948212023774738,-0.008637825197310666
balanced_accuracy,std,9,0.008703141033828023,0.03202095741088294,0.016694171246603585,0.03006075564723115,0.0,0.005980829037223183,0.031181838393390483,0.002660355435170583,0.013885038881490522,0.007954082479166071
